Feature,Missing Values,Infinite Values,Unique Values,Variance,Constant,Low Variance,Invalid
RelaxedTask_Left_AccX_Std,0,0,469,0.0009476837222255434,False,False,False
RelaxedTask_Right_AccX_Std,0,0,469,0.0011218052514941647,False,False,False
Relaxed_Left_AccX_Std,0,0,469,0.0005601625741043991,False,False,False
Relaxed_Right_AccX_Std,0,0,469,0.0013400007336986151,False,False,False
StretchHold_Left_AccX_Std,0,0,469,0.00014899148372598742,False,False,False
StretchHold_Right_AccX_Std,0,0,469,0.0002997435069612752,False,False,False
TouchIndex_Left_AccX_Std,0,0,469,0.002431821207773304,False,False,False
TouchIndex_Right_AccX_Std,0,0,469,0.0024364136548486806,False,False,False
TouchNose_Left_AccX_Std,0,0,469,0.006295401395135398,False,False,False
TouchNose_Right_AccX_Std,0,0,469,0.005889830101858932,False,False,False
CrossArms_Left_AccX_Min,0,0,469,0.06168842132102656,False,False,False
CrossArms_Right_AccX_Min,0,0,469,0.046632873287264474,False,False,False
DrinkGlas_Left_AccX_Min,0,0,469,0.06939958488360559,False,False,False
DrinkGlas_Right_AccX_Min,0,0,469,0.14338377834741284,False,False,False
Entrainment_Left_AccX_Min,0,0,469,0.011794765166015589,False,False,False
Entrainment_Right_AccX_Min,0,0,469,0.036856465309928185,False,False,False
HoldWeight_Left_AccX_Min,0,0,469,0.0038097672254018846,False,False,False
HoldWeight_Right_AccX_Min,0,0,469,0.004682965128922678,False,False,False
LiftHold_Left_AccX_Min,0,0,469,0.006386806777224853,False,False,False
LiftHold_Right_AccX_Min,0,0,469,0.009063935116063399,False,False,False
PointFinger_Left_AccX_Min,0,0,469,0.3389607855759312,False,False,False
PointFinger_Right_AccX_Min,0,0,469,0.4068110261141815,False,False,False
RelaxedTask_Left_AccX_Min,0,0,469,0.010454001644490717,False,False,False
RelaxedTask_Right_AccX_Min,0,0,469,0.015020691332097385,False,False,False
Relaxed_Left_AccX_Min,0,0,469,0.007027655405978793,False,False,False
Relaxed_Right_AccX_Min,0,0,469,0.02679803489229204,False,False,False
StretchHold_Left_AccX_Min,0,0,469,0.004913592250630269,False,False,False
StretchHold_Right_AccX_Min,0,0,469,0.0207080435893997,False,False,False
TouchIndex_Left_AccX_Min,0,0,469,0.03730877779980891,False,False,False
TouchIndex_Right_AccX_Min,0,0,469,0.028174741744944838,False,False,False
TouchNose_Left_AccX_Min,0,0,469,0.25731270144204754,False,False,False
TouchNose_Right_AccX_Min,0,0,469,0.5285776918044508,False,False,False
CrossArms_Left_AccX_Max,0,0,469,0.05241515798982193,False,False,False
CrossArms_Right_AccX_Max,0,0,469,0.03330860599920968,False,False,False
DrinkGlas_Left_AccX_Max,0,0,469,0.17542962837270834,False,False,False
DrinkGlas_Right_AccX_Max,0,0,469,0.06742284036099264,False,False,False
Entrainment_Left_AccX_Max,0,0,469,0.013892416983948445,False,False,False
Entrainment_Right_AccX_Max,0,0,469,0.017245445403764537,False,False,False
HoldWeight_Left_AccX_Max,0,0,469,0.005254212102347041,False,False,False
HoldWeight_Right_AccX_Max,0,0,469,0.00646440606857044,False,False,False
LiftHold_Left_AccX_Max,0,0,469,0.004919188155222787,False,False,False
LiftHold_Right_AccX_Max,0,0,469,0.0048375546839740735,False,False,False
PointFinger_Left_AccX_Max,0,0,469,0.548745387036994,False,False,False
PointFinger_Right_AccX_Max,0,0,469,0.17901748154365882,False,False,False
RelaxedTask_Left_AccX_Max,0,0,469,0.016974542592401384,False,False,False
RelaxedTask_Right_AccX_Max,0,0,469,0.008364823557656963,False,False,False
Relaxed_Left_AccX_Max,0,0,469,0.01635739166688327,False,False,False
Relaxed_Right_AccX_Max,0,0,469,0.008519998534822118,False,False,False
StretchHold_Left_AccX_Max,0,0,469,0.004685378508559118,False,False,False
StretchHold_Right_AccX_Max,0,0,469,0.006602245362836381,False,False,False
TouchIndex_Left_AccX_Max,0,0,469,0.03469622950774947,False,False,False
TouchIndex_Right_AccX_Max,0,0,469,0.040369369959211344,False,False,False
TouchNose_Left_AccX_Max,0,0,469,0.4543145967623887,False,False,False
TouchNose_Right_AccX_Max,0,0,469,0.15343054805048728,False,False,False
CrossArms_Left_AccX_Range,0,0,469,0.21603308408932123,False,False,False
CrossArms_Right_AccX_Range,0,0,469,0.1420966970569593,False,False,False
DrinkGlas_Left_AccX_Range,0,0,469,0.40042976636235755,False,False,False
DrinkGlas_Right_AccX_Range,0,0,469,0.313113882262295,False,False,False
Entrainment_Left_AccX_Range,0,0,469,0.04627171449547072,False,False,False
Entrainment_Right_AccX_Range,0,0,469,0.08516508170753422,False,False,False
HoldWeight_Left_AccX_Range,0,0,469,0.016973575169905886,False,False,False
HoldWeight_Right_AccX_Range,0,0,469,0.021005303573295497,False,False,False
LiftHold_Left_AccX_Range,0,0,469,0.019839974036336534,False,False,False
LiftHold_Right_AccX_Range,0,0,469,0.023896686189005294,False,False,False
PointFinger_Left_AccX_Range,0,0,469,1.3659148969137134,False,False,False
PointFinger_Right_AccX_Range,0,0,469,0.8775963512492215,False,False,False
RelaxedTask_Left_AccX_Range,0,0,469,0.05265864728736617,False,False,False
RelaxedTask_Right_AccX_Range,0,0,469,0.04428528448827617,False,False,False
Relaxed_Left_AccX_Range,0,0,469,0.043482545536222404,False,False,False
Relaxed_Right_AccX_Range,0,0,469,0.06397997235628541,False,False,False
StretchHold_Left_AccX_Range,0,0,469,0.017996734400567097,False,False,False
StretchHold_Right_AccX_Range,0,0,469,0.04733978689942571,False,False,False
TouchIndex_Left_AccX_Range,0,0,469,0.12551876413459342,False,False,False
TouchIndex_Right_AccX_Range,0,0,469,0.1106666238289061,False,False,False
TouchNose_Left_AccX_Range,0,0,469,1.0541187090310877,False,False,False
TouchNose_Right_AccX_Range,0,0,469,0.9698038541817675,False,False,False
CrossArms_Left_AccX_IQR,0,0,469,0.0012431400836161502,False,False,False
CrossArms_Right_AccX_IQR,0,0,469,0.0013127730110746518,False,False,False
DrinkGlas_Left_AccX_IQR,0,0,469,0.0007269437161343801,False,False,False
DrinkGlas_Right_AccX_IQR,0,0,469,0.0007040853308465575,False,False,False
Entrainment_Left_AccX_IQR,0,0,469,0.0009168683670041625,False,False,False
Entrainment_Right_AccX_IQR,0,0,469,0.0011141690907894358,False,False,False
HoldWeight_Left_AccX_IQR,0,0,469,0.0001529946339317315,False,False,False
HoldWeight_Right_AccX_IQR,0,0,469,0.0006062998243061149,False,False,False
LiftHold_Left_AccX_IQR,0,0,469,0.00010791117037455594,False,False,False
LiftHold_Right_AccX_IQR,0,0,469,0.00015383138775559532,False,False,False
PointFinger_Left_AccX_IQR,0,0,469,0.005424684320577849,False,False,False
PointFinger_Right_AccX_IQR,0,0,469,0.005122265928084358,False,False,False
RelaxedTask_Left_AccX_IQR,0,0,469,0.001362185273687384,False,False,False
RelaxedTask_Right_AccX_IQR,0,0,469,0.0015659116936146732,False,False,False
Relaxed_Left_AccX_IQR,0,0,469,0.0007613981509125242,False,False,False
Relaxed_Right_AccX_IQR,0,0,469,0.0012112866044892217,False,False,False
StretchHold_Left_AccX_IQR,0,0,469,0.00015009546164430513,False,False,False
StretchHold_Right_AccX_IQR,0,0,469,0.000371552875005757,False,False,False
TouchIndex_Left_AccX_IQR,0,0,469,0.005658249714441188,False,False,False
TouchIndex_Right_AccX_IQR,0,0,469,0.005545469237158882,False,False,False
TouchNose_Left_AccX_IQR,0,0,469,0.0074396597834611,False,False,False
TouchNose_Right_AccX_IQR,0,0,469,0.006512052140932742,False,False,False
CrossArms_Left_AccX_RMS,0,0,469,0.0013266352569989341,False,False,False
CrossArms_Right_AccX_RMS,0,0,469,0.0017640753948481474,False,False,False
DrinkGlas_Left_AccX_RMS,0,0,469,0.0010518735629630566,False,False,False
DrinkGlas_Right_AccX_RMS,0,0,469,0.0011383226954803135,False,False,False
Entrainment_Left_AccX_RMS,0,0,469,0.0005828791383719939,False,False,False
Entrainment_Right_AccX_RMS,0,0,469,0.0007316586463098827,False,False,False
HoldWeight_Left_AccX_RMS,0,0,469,0.00016012464630419776,False,False,False
HoldWeight_Right_AccX_RMS,0,0,469,0.000380553218930573,False,False,False
LiftHold_Left_AccX_RMS,0,0,469,0.000143595270835107,False,False,False
LiftHold_Right_AccX_RMS,0,0,469,0.0001889774653458162,False,False,False
PointFinger_Left_AccX_RMS,0,0,469,0.0064202288036583404,False,False,False
PointFinger_Right_AccX_RMS,0,0,469,0.0047381397678736455,False,False,False
RelaxedTask_Left_AccX_RMS,0,0,469,0.0009471933658352199,False,False,False
RelaxedTask_Right_AccX_RMS,0,0,469,0.0011212288353188839,False,False,False
Relaxed_Left_AccX_RMS,0,0,469,0.0005598676627793292,False,False,False
Relaxed_Right_AccX_RMS,0,0,469,0.0013393190771321733,False,False,False
StretchHold_Left_AccX_RMS,0,0,469,0.00014884752214350036,False,False,False
StretchHold_Right_AccX_RMS,0,0,469,0.0002994192743981971,False,False,False
TouchIndex_Left_AccX_RMS,0,0,469,0.0024293355181490193,False,False,False
TouchIndex_Right_AccX_RMS,0,0,469,0.002433883791536549,False,False,False
TouchNose_Left_AccX_RMS,0,0,469,0.006288986291811625,False,False,False
TouchNose_Right_AccX_RMS,0,0,469,0.0058836179717416505,False,False,False
CrossArms_Left_AccX_Energy,0,0,469,174.5892573280892,False,False,False
CrossArms_Right_AccX_Energy,0,0,469,506.41735494614454,False,False,False
DrinkGlas_Left_AccX_Energy,0,0,469,32.615983229423435,False,False,False
DrinkGlas_Right_AccX_Energy,0,0,469,41.65928206900761,False,False,False
Entrainment_Left_AccX_Energy,0,0,469,70.27936264622394,False,False,False
Entrainment_Right_AccX_Energy,0,0,469,122.83792784252489,False,False,False
HoldWeight_Left_AccX_Energy,0,0,469,0.8086264951122931,False,False,False
HoldWeight_Right_AccX_Energy,0,0,469,9.061963906696585,False,False,False
LiftHold_Left_AccX_Energy,0,0,469,0.8589332310467195,False,False,False
LiftHold_Right_AccX_Energy,0,0,469,2.7725888038117943,False,False,False
PointFinger_Left_AccX_Energy,0,0,469,1541.4963604130585,False,False,False
PointFinger_Right_AccX_Energy,0,0,469,704.6249666743876,False,False,False
RelaxedTask_Left_AccX_Energy,0,0,469,214.12916120729003,False,False,False
RelaxedTask_Right_AccX_Energy,0,0,469,434.05717576215073,False,False,False
Relaxed_Left_AccX_Energy,0,0,469,141.21374823979363,False,False,False
Relaxed_Right_AccX_Energy,0,0,469,1374.8202903447136,False,False,False
StretchHold_Left_AccX_Energy,0,0,469,0.835840279651567,False,False,False
StretchHold_Right_AccX_Energy,0,0,469,5.921094018957582,False,False,False
TouchIndex_Left_AccX_Energy,0,0,469,154.0418356671426,False,False,False
TouchIndex_Right_AccX_Energy,0,0,469,147.27976538630597,False,False,False
TouchNose_Left_AccX_Energy,0,0,469,1770.653448214633,False,False,False
TouchNose_Right_AccX_Energy,0,0,469,1455.2722068074409,False,False,False
CrossArms_Left_AccY_Mean,0,0,469,1.2383955554000384e-06,False,False,False
CrossArms_Right_AccY_Mean,0,0,469,1.2062767806611783e-06,False,False,False
DrinkGlas_Left_AccY_Mean,0,0,469,8.9284375926149e-07,False,True,False
DrinkGlas_Right_AccY_Mean,0,0,469,1.1717105181640643e-06,False,False,False
Entrainment_Left_AccY_Mean,0,0,469,1.0446365025088506e-07,False,True,False
Entrainment_Right_AccY_Mean,0,0,469,1.2412488312141294e-07,False,True,False
HoldWeight_Left_AccY_Mean,0,0,469,1.6944511698097405e-07,False,True,False
HoldWeight_Right_AccY_Mean,0,0,469,1.1473276968262308e-07,False,True,False
LiftHold_Left_AccY_Mean,0,0,469,3.7630257955445113e-07,False,True,False
LiftHold_Right_AccY_Mean,0,0,469,3.7613569950585564e-07,False,True,False
PointFinger_Left_AccY_Mean,0,0,469,1.8292697142828557e-06,False,False,False
PointFinger_Right_AccY_Mean,0,0,469,1.2044168471313558e-06,False,False,False
RelaxedTask_Left_AccY_Mean,0,0,469,2.1154809975286324e-08,False,True,False
RelaxedTask_Right_AccY_Mean,0,0,469,1.267314117814235e-08,False,True,False
Relaxed_Left_AccY_Mean,0,0,469,2.448079315655597e-08,False,True,False
Relaxed_Right_AccY_Mean,0,0,469,1.1017579615012636e-08,False,True,False
StretchHold_Left_AccY_Mean,0,0,469,1.199001083189532e-07,False,True,False
StretchHold_Right_AccY_Mean,0,0,469,1.3979372928293503e-07,False,True,False
TouchIndex_Left_AccY_Mean,0,0,469,1.9002830696933057e-06,False,False,False
TouchIndex_Right_AccY_Mean,0,0,469,1.6296363048233254e-06,False,False,False
TouchNose_Left_AccY_Mean,0,0,469,2.966597683589201e-06,False,False,False
TouchNose_Right_AccY_Mean,0,0,469,3.366624054684242e-06,False,False,False
CrossArms_Left_AccY_Median,0,0,469,6.863310725230452e-06,False,False,False
CrossArms_Right_AccY_Median,0,0,469,2.6572657424985845e-05,False,False,False
DrinkGlas_Left_AccY_Median,0,0,469,5.366911795213383e-06,False,False,False
DrinkGlas_Right_AccY_Median,0,0,469,1.9331340376211945e-05,False,False,False
Entrainment_Left_AccY_Median,0,0,469,2.8338633504110066e-05,False,False,False
Entrainment_Right_AccY_Median,0,0,469,2.4979409087502845e-05,False,False,False
HoldWeight_Left_AccY_Median,0,0,469,9.414823178949442e-06,False,False,False
HoldWeight_Right_AccY_Median,0,0,469,1.4180180628602646e-05,False,False,False
LiftHold_Left_AccY_Median,0,0,469,5.276383070983398e-06,False,False,False
LiftHold_Right_AccY_Median,0,0,469,2.919237409093435e-06,False,False,False
PointFinger_Left_AccY_Median,0,0,469,0.00042548639916974705,False,False,False
PointFinger_Right_AccY_Median,0,0,469,0.0002456396798571742,False,False,False
RelaxedTask_Left_AccY_Median,0,0,469,7.398500705029808e-05,False,False,False
RelaxedTask_Right_AccY_Median,0,0,469,6.95663395850626e-05,False,False,False
Relaxed_Left_AccY_Median,0,0,469,1.740056249599359e-05,False,False,False
Relaxed_Right_AccY_Median,0,0,469,2.3980205522794683e-05,False,False,False
StretchHold_Left_AccY_Median,0,0,469,7.831806881735108e-06,False,False,False
StretchHold_Right_AccY_Median,0,0,469,3.4154867251960315e-05,False,False,False
TouchIndex_Left_AccY_Median,0,0,469,0.00011512948794640262,False,False,False
TouchIndex_Right_AccY_Median,0,0,469,0.00010626687314656254,False,False,False
TouchNose_Left_AccY_Median,0,0,469,0.0005913903352534058,False,False,False
TouchNose_Right_AccY_Median,0,0,469,0.0004780137880160732,False,False,False
CrossArms_Left_AccY_Std,0,0,469,0.001813216900263346,False,False,False
CrossArms_Right_AccY_Std,0,0,469,0.0043139759499961,False,False,False
DrinkGlas_Left_AccY_Std,0,0,469,0.0036375241741876353,False,False,False
DrinkGlas_Right_AccY_Std,0,0,469,0.005281571162264624,False,False,False
Entrainment_Left_AccY_Std,0,0,469,0.0019791444964972877,False,False,False
Entrainment_Right_AccY_Std,0,0,469,0.0024806949410354838,False,False,False
HoldWeight_Left_AccY_Std,0,0,469,0.00048163340063996107,False,False,False
HoldWeight_Right_AccY_Std,0,0,469,0.0010942660400429954,False,False,False
LiftHold_Left_AccY_Std,0,0,469,0.0007777390522748508,False,False,False
LiftHold_Right_AccY_Std,0,0,469,0.0007301214262404936,False,False,False
PointFinger_Left_AccY_Std,0,0,469,0.009707903388575452,False,False,False
PointFinger_Right_AccY_Std,0,0,469,0.008220765730438378,False,False,False
RelaxedTask_Left_AccY_Std,0,0,469,0.005404795745336317,False,False,False
RelaxedTask_Right_AccY_Std,0,0,469,0.004928340985853426,False,False,False
Relaxed_Left_AccY_Std,0,0,469,0.0020145353585001332,False,False,False
Relaxed_Right_AccY_Std,0,0,469,0.0013444633108299457,False,False,False
StretchHold_Left_AccY_Std,0,0,469,0.0007862766952291605,False,False,False
StretchHold_Right_AccY_Std,0,0,469,0.001310002034777109,False,False,False
TouchIndex_Left_AccY_Std,0,0,469,0.003225256365023773,False,False,False
TouchIndex_Right_AccY_Std,0,0,469,0.00322871792655259,False,False,False
TouchNose_Left_AccY_Std,0,0,469,0.012707697002216037,False,False,False
TouchNose_Right_AccY_Std,0,0,469,0.013801401256083201,False,False,False
CrossArms_Left_AccY_Min,0,0,469,0.09720563801751701,False,False,False
CrossArms_Right_AccY_Min,0,0,469,0.0927954372695684,False,False,False
DrinkGlas_Left_AccY_Min,0,0,469,0.22867419917360496,False,False,False
DrinkGlas_Right_AccY_Min,0,0,469,0.25941832221869043,False,False,False
Entrainment_Left_AccY_Min,0,0,469,0.02794304957219109,False,False,False
Entrainment_Right_AccY_Min,0,0,469,0.06816343503317365,False,False,False
HoldWeight_Left_AccY_Min,0,0,469,0.008757675704188811,False,False,False
HoldWeight_Right_AccY_Min,0,0,469,0.012606961941493812,False,False,False
LiftHold_Left_AccY_Min,0,0,469,0.019780515062052403,False,False,False
LiftHold_Right_AccY_Min,0,0,469,0.012918648865987266,False,False,False
PointFinger_Left_AccY_Min,0,0,469,0.34160850877420035,False,False,False
PointFinger_Right_AccY_Min,0,0,469,0.3412957527162851,False,False,False
RelaxedTask_Left_AccY_Min,0,0,469,0.05296941281794644,False,False,False
RelaxedTask_Right_AccY_Min,0,0,469,0.038202863191408504,False,False,False
Relaxed_Left_AccY_Min,0,0,469,0.03726207221686451,False,False,False
Relaxed_Right_AccY_Min,0,0,469,0.022116119661572668,False,False,False
StretchHold_Left_AccY_Min,0,0,469,0.015656093006965802,False,False,False
StretchHold_Right_AccY_Min,0,0,469,0.04761831112290881,False,False,False
TouchIndex_Left_AccY_Min,0,0,469,0.0734464176818624,False,False,False
TouchIndex_Right_AccY_Min,0,0,469,0.11962188016264978,False,False,False
TouchNose_Left_AccY_Min,0,0,469,0.2534104645751368,False,False,False
TouchNose_Right_AccY_Min,0,0,469,0.23648888660753842,False,False,False
CrossArms_Left_AccY_Max,0,0,469,0.11020918333605254,False,False,False
CrossArms_Right_AccY_Max,0,0,469,0.09435548068268043,False,False,False
DrinkGlas_Left_AccY_Max,0,0,469,0.825838119197672,False,False,False
DrinkGlas_Right_AccY_Max,0,0,469,1.23826264296292,False,False,False
Entrainment_Left_AccY_Max,0,0,469,0.0333338160477393,False,False,False
Entrainment_Right_AccY_Max,0,0,469,0.05026556381833552,False,False,False
HoldWeight_Left_AccY_Max,0,0,469,0.013395640758629472,False,False,False
HoldWeight_Right_AccY_Max,0,0,469,0.028282959166707308,False,False,False
LiftHold_Left_AccY_Max,0,0,469,0.02122527766122215,False,False,False
LiftHold_Right_AccY_Max,0,0,469,0.018954427210984413,False,False,False
PointFinger_Left_AccY_Max,0,0,469,0.9977120727159362,False,False,False
PointFinger_Right_AccY_Max,0,0,469,1.2032768478154645,False,False,False
RelaxedTask_Left_AccY_Max,0,0,469,0.09222879275145068,False,False,False
RelaxedTask_Right_AccY_Max,0,0,469,0.08811005152299475,False,False,False
Relaxed_Left_AccY_Max,0,0,469,0.041160237338221786,False,False,False
Relaxed_Right_AccY_Max,0,0,469,0.019431654264077263,False,False,False
StretchHold_Left_AccY_Max,0,0,469,0.015381764425754165,False,False,False
StretchHold_Right_AccY_Max,0,0,469,0.030675018125547168,False,False,False
TouchIndex_Left_AccY_Max,0,0,469,0.07857263811887867,False,False,False
TouchIndex_Right_AccY_Max,0,0,469,0.08490666051684033,False,False,False
TouchNose_Left_AccY_Max,0,0,469,1.3822377018609227,False,False,False
TouchNose_Right_AccY_Max,0,0,469,1.971997902559691,False,False,False
CrossArms_Left_AccY_Range,0,0,469,0.3645350956909315,False,False,False
CrossArms_Right_AccY_Range,0,0,469,0.355338912617839,False,False,False
DrinkGlas_Left_AccY_Range,0,0,469,1.6615934007556474,False,False,False
DrinkGlas_Right_AccY_Range,0,0,469,2.123712460616455,False,False,False
Entrainment_Left_AccY_Range,0,0,469,0.11615183212895452,False,False,False
Entrainment_Right_AccY_Range,0,0,469,0.20886713249948252,False,False,False
HoldWeight_Left_AccY_Range,0,0,469,0.04136139944171754,False,False,False
HoldWeight_Right_AccY_Range,0,0,469,0.06899120693795746,False,False,False
LiftHold_Left_AccY_Range,0,0,469,0.07481389493087828,False,False,False
LiftHold_Right_AccY_Range,0,0,469,0.05652532760158718,False,False,False
PointFinger_Left_AccY_Range,0,0,469,1.9483247390505272,False,False,False
PointFinger_Right_AccY_Range,0,0,469,2.4147159623896233,False,False,False
RelaxedTask_Left_AccY_Range,0,0,469,0.27711172707990694,False,False,False
RelaxedTask_Right_AccY_Range,0,0,469,0.22992377657887564,False,False,False
Relaxed_Left_AccY_Range,0,0,469,0.15251442566593099,False,False,False
Relaxed_Right_AccY_Range,0,0,469,0.07946286879831028,False,False,False
StretchHold_Left_AccY_Range,0,0,469,0.06010215449728835,False,False,False
StretchHold_Right_AccY_Range,0,0,469,0.13999480442826862,False,False,False
TouchIndex_Left_AccY_Range,0,0,469,0.26067852214739534,False,False,False
TouchIndex_Right_AccY_Range,0,0,469,0.3517454383088466,False,False,False
TouchNose_Left_AccY_Range,0,0,469,2.467670369302307,False,False,False
TouchNose_Right_AccY_Range,0,0,469,3.2358587182407477,False,False,False
CrossArms_Left_AccY_IQR,0,0,469,0.0022973051314623006,False,False,False
CrossArms_Right_AccY_IQR,0,0,469,0.006240759119091872,False,False,False
DrinkGlas_Left_AccY_IQR,0,0,469,0.0024062261264079852,False,False,False
DrinkGlas_Right_AccY_IQR,0,0,469,0.0035913983376766466,False,False,False
Entrainment_Left_AccY_IQR,0,0,469,0.0033704407763455995,False,False,False
Entrainment_Right_AccY_IQR,0,0,469,0.003913361175285621,False,False,False
HoldWeight_Left_AccY_IQR,0,0,469,0.000777039319327033,False,False,False
HoldWeight_Right_AccY_IQR,0,0,469,0.0014095175671755191,False,False,False
LiftHold_Left_AccY_IQR,0,0,469,0.0006731036385062842,False,False,False
LiftHold_Right_AccY_IQR,0,0,469,0.0007035353492339275,False,False,False
PointFinger_Left_AccY_IQR,0,0,469,0.009562182396915185,False,False,False
PointFinger_Right_AccY_IQR,0,0,469,0.006750769610864885,False,False,False
RelaxedTask_Left_AccY_IQR,0,0,469,0.0081922016034096,False,False,False
RelaxedTask_Right_AccY_IQR,0,0,469,0.007223149546665062,False,False,False
Relaxed_Left_AccY_IQR,0,0,469,0.002855799530092623,False,False,False
Relaxed_Right_AccY_IQR,0,0,469,0.002493505386415923,False,False,False
StretchHold_Left_AccY_IQR,0,0,469,0.001008531587822311,False,False,False
StretchHold_Right_AccY_IQR,0,0,469,0.0018688272549498871,False,False,False
TouchIndex_Left_AccY_IQR,0,0,469,0.00525830708611746,False,False,False
TouchIndex_Right_AccY_IQR,0,0,469,0.005027893323256242,False,False,False
TouchNose_Left_AccY_IQR,0,0,469,0.011993993253055201,False,False,False
TouchNose_Right_AccY_IQR,0,0,469,0.010297237049934415,False,False,False
CrossArms_Left_AccY_RMS,0,0,469,0.0018110728611942309,False,False,False
CrossArms_Right_AccY_RMS,0,0,469,0.004309124257437506,False,False,False
DrinkGlas_Left_AccY_RMS,0,0,469,0.0036335823632311685,False,False,False
DrinkGlas_Right_AccY_RMS,0,0,469,0.0052760451187952185,False,False,False
Entrainment_Left_AccY_RMS,0,0,469,0.001978126821220756,False,False,False
Entrainment_Right_AccY_RMS,0,0,469,0.0024794552234587044,False,False,False
HoldWeight_Left_AccY_RMS,0,0,469,0.00048115234000838553,False,False,False
HoldWeight_Right_AccY_RMS,0,0,469,0.001093128787734088,False,False,False
